Station Name,Time Period,Avg Daily Entries,December_21_2024,Season
West Falls Church,AM Peak (Open-9:30am),1.0K,June_05_2024,Spring
Waterfront,AM Peak (Open-9:30am),1.0K,June_05_2024,Spring
Virginia Sq-GMU,AM Peak (Open-9:30am),1.3K,June_05_2024,Spring
Vienna,AM Peak (Open-9:30am),2.9K,June_05_2024,Spring
Van Ness-UDC,AM Peak (Open-9:30am),1.5K,June_05_2024,Spring
Van Dorn Street,AM Peak (Open-9:30am),1.0K,June_05_2024,Spring
Union Station,AM Peak (Open-9:30am),5.6K,June_05_2024,Spring
U Street,AM Peak (Open-9:30am),1.6K,June_05_2024,Spring
Tysons,AM Peak (Open-9:30am),0.4K,June_05_2024,Spring
Twinbrook,AM Peak (Open-9:30am),1.6K,June_05_2024,Spring
Tenleytown-AU,AM Peak (Open-9:30am),1.3K,June_05_2024,Spring
Takoma,AM Peak (Open-9:30am),0.0K,June_05_2024,Spring
Suitland,AM Peak (Open-9:30am),1.8K,June_05_2024,Spring
Stadium-Armory,AM Peak (Open-9:30am),0.8K,June_05_2024,Spring
Spring Hill,AM Peak (Open-9:30am),0.3K,June_05_2024,Spring
Southern Ave,AM Peak (Open-9:30am),1.9K,June_05_2024,Spring
Smithsonian,AM Peak (Open-9:30am),0.2K,June_05_2024,Spring
Shaw-Howard U,AM Peak (Open-9:30am),1.1K,June_05_2024,Spring
Shady Grove,AM Peak (Open-9:30am),4.8K,June_05_2024,Spring
Rosslyn,AM Peak (Open-9:30am),2.3K,June_05_2024,Spring
Ronald Reagan Washington National Airport,AM Peak (Open-9:30am),0.6K,June_05_2024,Spring
Rockville,AM Peak (Open-9:30am),1.5K,June_05_2024,Spring
Rhode Island Ave,AM Peak (Open-9:30am),2.0K,June_05_2024,Spring
Reston Town Center,AM Peak (Open-9:30am),0.5K,June_05_2024,Spring
Potomac Yard,AM Peak (Open-9:30am),0.8K,June_05_2024,Spring
Potomac Ave,AM Peak (Open-9:30am),1.5K,June_05_2024,Spring
Pentagon City,AM Peak (Open-9:30am),2.9K,June_05_2024,Spring
Pentagon,AM Peak (Open-9:30am),2.9K,June_05_2024,Spring
North Bethesda,AM Peak (Open-9:30am),1.2K,June_05_2024,Spring
NoMa-Gallaudet U,AM Peak (Open-9:30am),4.1K,June_05_2024,Spring
New Carrollton,AM Peak (Open-9:30am),2.5K,June_05_2024,Spring
Naylor Road,AM Peak (Open-9:30am),0.9K,June_05_2024,Spring
Navy Yard-Ballpark,AM Peak (Open-9:30am),2.2K,June_05_2024,Spring
Mt Vernon Sq,AM Peak (Open-9:30am),1.1K,June_05_2024,Spring
Morgan Boulevard,AM Peak (Open-9:30am),0.7K,June_05_2024,Spring
Minnesota Ave,AM Peak (Open-9:30am),0.8K,June_05_2024,Spring
Metro Center,AM Peak (Open-9:30am),1.3K,June_05_2024,Spring
Medical Center,AM Peak (Open-9:30am),0.6K,June_05_2024,Spring
McPherson Sq,AM Peak (Open-9:30am),1.5K,June_05_2024,Spring
McLean,AM Peak (Open-9:30am),0.5K,June_05_2024,Spring
Loudoun Gateway,AM Peak (Open-9:30am),0.2K,June_05_2024,Spring
Landover,AM Peak (Open-9:30am),0.8K,June_05_2024,Spring
L'Enfant Plaza,AM Peak (Open-9:30am),1.6K,June_05_2024,Spring
King St-Old Town,AM Peak (Open-9:30am),1.7K,June_05_2024,Spring
Judiciary Square,AM Peak (Open-9:30am),0.4K,June_05_2024,Spring
Innovation Center,AM Peak (Open-9:30am),0.5K,June_05_2024,Spring
Hyattsville Crossing,AM Peak (Open-9:30am),1.7K,June_05_2024,Spring
Huntington,AM Peak (Open-9:30am),2.7K,June_05_2024,Spring
Herndon,AM Peak (Open-9:30am),0.8K,June_05_2024,Spring
Grosvenor-Strathmore,AM Peak (Open-9:30am),2.0K,June_05_2024,Spring
Greensboro,AM Peak (Open-9:30am),0.3K,June_05_2024,Spring
Greenbelt,AM Peak (Open-9:30am),2.4K,June_05_2024,Spring
Glenmont,AM Peak (Open-9:30am),0.0K,June_05_2024,Spring
Georgia Ave-Petworth,AM Peak (Open-9:30am),2.1K,June_05_2024,Spring
Gallery Place,AM Peak (Open-9:30am),1.1K,June_05_2024,Spring
Friendship Heights,AM Peak (Open-9:30am),1.8K,June_05_2024,Spring
Franconia-Springfield,AM Peak (Open-9:30am),2.3K,June_05_2024,Spring
Fort Totten,AM Peak (Open-9:30am),6.6K,June_05_2024,Spring
Forest Glen,AM Peak (Open-9:30am),0.1K,June_05_2024,Spring
Foggy Bottom-GWU,AM Peak (Open-9:30am),2.8K,June_05_2024,Spring
Federal Triangle,AM Peak (Open-9:30am),0.1K,June_05_2024,Spring
Federal Center SW,AM Peak (Open-9:30am),0.3K,June_05_2024,Spring
Farragut West,AM Peak (Open-9:30am),1.1K,June_05_2024,Spring
Farragut North,AM Peak (Open-9:30am),0.8K,June_05_2024,Spring
Eisenhower Ave,AM Peak (Open-9:30am),0.6K,June_05_2024,Spring
Eastern Market,AM Peak (Open-9:30am),1.4K,June_05_2024,Spring
East Falls Church,AM Peak (Open-9:30am),1.9K,June_05_2024,Spring
Dupont Circle,AM Peak (Open-9:30am),2.7K,June_05_2024,Spring
Dunn Loring,AM Peak (Open-9:30am),1.3K,June_05_2024,Spring
Dulles Airport,AM Peak (Open-9:30am),0.5K,June_05_2024,Spring
Downtown Largo,AM Peak (Open-9:30am),1.8K,June_05_2024,Spring
Deanwood,AM Peak (Open-9:30am),0.5K,June_05_2024,Spring
Crystal City,AM Peak (Open-9:30am),2.0K,June_05_2024,Spring
Court House,AM Peak (Open-9:30am),2.1K,June_05_2024,Spring
Congress Heights,AM Peak (Open-9:30am),1.0K,June_05_2024,Spring
Columbia Heights,AM Peak (Open-9:30am),2.8K,June_05_2024,Spring
College Park-U of Md,AM Peak (Open-9:30am),1.3K,June_05_2024,Spring
Cleveland Park,AM Peak (Open-9:30am),1.1K,June_05_2024,Spring
Clarendon,AM Peak (Open-9:30am),1.4K,June_05_2024,Spring
Cheverly,AM Peak (Open-9:30am),0.4K,June_05_2024,Spring
Capitol South,AM Peak (Open-9:30am),0.8K,June_05_2024,Spring
Capitol Heights,AM Peak (Open-9:30am),1.0K,June_05_2024,Spring
Brookland-CUA,AM Peak (Open-9:30am),1.9K,June_05_2024,Spring
Branch Ave,AM Peak (Open-9:30am),2.1K,June_05_2024,Spring
Braddock Road,AM Peak (Open-9:30am),1.5K,June_05_2024,Spring
Bethesda,AM Peak (Open-9:30am),2.1K,June_05_2024,Spring
Benning Road,AM Peak (Open-9:30am),1.1K,June_05_2024,Spring
Ballston-MU,AM Peak (Open-9:30am),3.0K,June_05_2024,Spring
Ashburn,AM Peak (Open-9:30am),1.2K,June_05_2024,Spring
Arlington Cemetery,AM Peak (Open-9:30am),0.1K,June_05_2024,Spring
Archives,AM Peak (Open-9:30am),0.2K,June_05_2024,Spring
Anacostia,AM Peak (Open-9:30am),1.6K,June_05_2024,Spring
Addison Road,AM Peak (Open-9:30am),1.1K,June_05_2024,Spring
Woodley Park,Late Night (12am-Close),0.1K,June_15_2024,Spring
Wiehle-Reston East,Late Night (12am-Close),0.0K,June_15_2024,Spring
West Hyattsville,Late Night (12am-Close),0.0K,June_15_2024,Spring
West Falls Church,Late Night (12am-Close),0.0K,June_15_2024,Spring
Waterfront,Late Night (12am-Close),0.1K,June_15_2024,Spring
Virginia Sq-GMU,Late Night (12am-Close),0.0K,June_15_2024,Spring
Vienna,Late Night (12am-Close),0.0K,June_15_2024,Spring
Van Ness-UDC,Late Night (12am-Close),0.0K,June_15_2024,Spring
Van Dorn Street,Late Night (12am-Close),0.0K,June_15_2024,Spring
Union Station,Late Night (12am-Close),0.1K,June_15_2024,Spring
U Street,Late Night (12am-Close),0.3K,June_15_2024,Spring
Tysons,Late Night (12am-Close),0.0K,June_15_2024,Spring
Twinbrook,Late Night (12am-Close),0.0K,June_15_2024,Spring
Tenleytown-AU,Late Night (12am-Close),0.0K,June_15_2024,Spring
Suitland,Late Night (12am-Close),0.0K,June_15_2024,Spring
Stadium-Armory,Late Night (12am-Close),0.0K,June_15_2024,Spring
Spring Hill,Late Night (12am-Close),0.0K,June_15_2024,Spring
Southern Ave,Late Night (12am-Close),0.0K,June_15_2024,Spring
Smithsonian,Late Night (12am-Close),0.0K,June_15_2024,Spring
Shaw-Howard U,Late Night (12am-Close),0.1K,June_15_2024,Spring
Shady Grove,Late Night (12am-Close),0.0K,June_15_2024,Spring
Rosslyn,Late Night (12am-Close),0.1K,June_15_2024,Spring
Ronald Reagan Washington National Airport,Late Night (12am-Close),0.0K,June_15_2024,Spring
Rockville,Late Night (12am-Close),0.0K,June_15_2024,Spring
Rhode Island Ave,Late Night (12am-Close),0.0K,June_15_2024,Spring
Reston Town Center,Late Night (12am-Close),0.0K,June_15_2024,Spring
Potomac Yard,Late Night (12am-Close),0.0K,June_15_2024,Spring
Potomac Ave,Late Night (12am-Close),0.0K,June_15_2024,Spring
Pentagon City,Late Night (12am-Close),0.0K,June_15_2024,Spring
Pentagon,Late Night (12am-Close),0.0K,June_15_2024,Spring
North Bethesda,Late Night (12am-Close),0.0K,June_15_2024,Spring
NoMa-Gallaudet U,Late Night (12am-Close),0.1K,June_15_2024,Spring
New Carrollton,Late Night (12am-Close),0.0K,June_15_2024,Spring
Naylor Road,Late Night (12am-Close),0.0K,June_15_2024,Spring
Navy Yard-Ballpark,Late Night (12am-Close),0.3K,June_15_2024,Spring
Mt Vernon Sq,Late Night (12am-Close),0.1K,June_15_2024,Spring
Morgan Boulevard,Late Night (12am-Close),0.0K,June_15_2024,Spring
Minnesota Ave,Late Night (12am-Close),0.0K,June_15_2024,Spring
Metro Center,Late Night (12am-Close),0.1K,June_15_2024,Spring
Medical Center,Late Night (12am-Close),0.0K,June_15_2024,Spring
McPherson Sq,Late Night (12am-Close),0.1K,June_15_2024,Spring
McLean,Late Night (12am-Close),0.0K,June_15_2024,Spring
Loudoun Gateway,Late Night (12am-Close),0.0K,June_15_2024,Spring
Landover,Late Night (12am-Close),0.0K,June_15_2024,Spring
L'Enfant Plaza,Late Night (12am-Close),0.1K,June_15_2024,Spring
King St-Old Town,Late Night (12am-Close),0.0K,June_15_2024,Spring
Judiciary Square,Late Night (12am-Close),0.0K,June_15_2024,Spring
Innovation Center,Late Night (12am-Close),0.0K,June_15_2024,Spring
Hyattsville Crossing,Late Night (12am-Close),0.0K,June_15_2024,Spring
Huntington,Late Night (12am-Close),0.0K,June_15_2024,Spring
Herndon,Late Night (12am-Close),0.0K,June_15_2024,Spring
Grosvenor-Strathmore,Late Night (12am-Close),0.0K,June_15_2024,Spring
Greensboro,Late Night (12am-Close),0.0K,June_15_2024,Spring
Greenbelt,Late Night (12am-Close),0.0K,June_15_2024,Spring
Georgia Ave-Petworth,Late Night (12am-Close),0.0K,June_15_2024,Spring
Gallery Place,Late Night (12am-Close),0.3K,June_15_2024,Spring
Friendship Heights,Late Night (12am-Close),0.0K,June_15_2024,Spring
Franconia-Springfield,Late Night (12am-Close),0.0K,June_15_2024,Spring
Fort Totten,Late Night (12am-Close),0.0K,June_15_2024,Spring
Forest Glen,Late Night (12am-Close),0.0K,June_15_2024,Spring
Foggy Bottom-GWU,Late Night (12am-Close),0.1K,June_15_2024,Spring
Federal Triangle,Late Night (12am-Close),0.0K,June_15_2024,Spring
Federal Center SW,Late Night (12am-Close),0.0K,June_15_2024,Spring
Farragut West,Late Night (12am-Close),0.1K,June_15_2024,Spring
Farragut North,Late Night (12am-Close),0.1K,June_15_2024,Spring
Eisenhower Ave,Late Night (12am-Close),0.0K,June_15_2024,Spring
Eastern Market,Late Night (12am-Close),0.0K,June_15_2024,Spring
East Falls Church,Late Night (12am-Close),0.0K,June_15_2024,Spring
Dupont Circle,Late Night (12am-Close),0.2K,June_15_2024,Spring
Dunn Loring,Late Night (12am-Close),0.0K,June_15_2024,Spring
Dulles Airport,Late Night (12am-Close),0.0K,June_15_2024,Spring
Downtown Largo,Late Night (12am-Close),0.0K,June_15_2024,Spring
Deanwood,Late Night (12am-Close),0.0K,June_15_2024,Spring
Crystal City,Late Night (12am-Close),0.0K,June_15_2024,Spring
Court House,Late Night (12am-Close),0.0K,June_15_2024,Spring
Congress Heights,Late Night (12am-Close),0.0K,June_15_2024,Spring
Columbia Heights,Late Night (12am-Close),0.1K,June_15_2024,Spring
College Park-U of Md,Late Night (12am-Close),0.0K,June_15_2024,Spring
Cleveland Park,Late Night (12am-Close),0.0K,June_15_2024,Spring
Clarendon,Late Night (12am-Close),0.1K,June_15_2024,Spring
Cheverly,Late Night (12am-Close),0.0K,June_15_2024,Spring
Capitol South,Late Night (12am-Close),0.0K,June_15_2024,Spring
Capitol Heights,Late Night (12am-Close),0.0K,June_15_2024,Spring
Brookland-CUA,Late Night (12am-Close),0.0K,June_15_2024,Spring
Branch Ave,Late Night (12am-Close),0.0K,June_15_2024,Spring
Braddock Road,Late Night (12am-Close),0.0K,June_15_2024,Spring
Bethesda,Late Night (12am-Close),0.0K,June_15_2024,Spring
Benning Road,Late Night (12am-Close),0.0K,June_15_2024,Spring
Ballston-MU,Late Night (12am-Close),0.1K,June_15_2024,Spring
Ashburn,Late Night (12am-Close),0.0K,June_15_2024,Spring
Arlington Cemetery,Late Night (12am-Close),0.0K,June_15_2024,Spring
Archives,Late Night (12am-Close),0.0K,June_15_2024,Spring
Anacostia,Late Night (12am-Close),0.0K,June_15_2024,Spring
Addison Road,Late Night (12am-Close),0.0K,June_15_2024,Spring
Woodley Park,Evening (7pm-12am),0.6K,June_15_2024,Spring
Wiehle-Reston East,Evening (7pm-12am),0.1K,June_15_2024,Spring
West Hyattsville,Evening (7pm-12am),0.2K,June_15_2024,Spring
West Falls Church,Evening (7pm-12am),0.1K,June_15_2024,Spring
Waterfront,Evening (7pm-12am),2.4K,June_15_2024,Spring
Virginia Sq-GMU,Evening (7pm-12am),0.3K,June_15_2024,Spring
Vienna,Evening (7pm-12am),0.3K,June_15_2024,Spring
Van Ness-UDC,Evening (7pm-12am),0.3K,June_15_2024,Spring
Van Dorn Street,Evening (7pm-12am),0.2K,June_15_2024,Spring
Union Station,Evening (7pm-12am),1.9K,June_15_2024,Spring
U Street,Evening (7pm-12am),1.6K,June_15_2024,Spring
Tysons,Evening (7pm-12am),0.6K,June_15_2024,Spring
Twinbrook,Evening (7pm-12am),0.3K,June_15_2024,Spring
Tenleytown-AU,Evening (7pm-12am),0.4K,June_15_2024,Spring
Takoma,Evening (7pm-12am),0.0K,June_15_2024,Spring
Suitland,Evening (7pm-12am),0.2K,June_15_2024,Spring
Stadium-Armory,Evening (7pm-12am),0.2K,June_15_2024,Spring
Spring Hill,Evening (7pm-12am),0.1K,June_15_2024,Spring
Southern Ave,Evening (7pm-12am),0.3K,June_15_2024,Spring
Smithsonian,Evening (7pm-12am),1.1K,June_15_2024,Spring
Shaw-Howard U,Evening (7pm-12am),0.7K,June_15_2024,Spring
Shady Grove,Evening (7pm-12am),0.4K,June_15_2024,Spring
Rosslyn,Evening (7pm-12am),1.0K,June_15_2024,Spring
Ronald Reagan Washington National Airport,Evening (7pm-12am),1.2K,June_15_2024,Spring
Rockville,Evening (7pm-12am),0.3K,June_15_2024,Spring
Rhode Island Ave,Evening (7pm-12am),0.6K,June_15_2024,Spring
Reston Town Center,Evening (7pm-12am),0.1K,June_15_2024,Spring
Potomac Yard,Evening (7pm-12am),0.2K,June_15_2024,Spring
Potomac Ave,Evening (7pm-12am),0.3K,June_15_2024,Spring
Pentagon City,Evening (7pm-12am),1.4K,June_15_2024,Spring
Pentagon,Evening (7pm-12am),0.2K,June_15_2024,Spring
North Bethesda,Evening (7pm-12am),0.3K,June_15_2024,Spring
NoMa-Gallaudet U,Evening (7pm-12am),1.7K,June_15_2024,Spring
New Carrollton,Evening (7pm-12am),0.2K,June_15_2024,Spring
Naylor Road,Evening (7pm-12am),0.1K,June_15_2024,Spring
Navy Yard-Ballpark,Evening (7pm-12am),8.9K,June_15_2024,Spring
Mt Vernon Sq,Evening (7pm-12am),0.8K,June_15_2024,Spring
Morgan Boulevard,Evening (7pm-12am),0.1K,June_15_2024,Spring
Minnesota Ave,Evening (7pm-12am),0.1K,June_15_2024,Spring
Metro Center,Evening (7pm-12am),2.4K,June_15_2024,Spring
Medical Center,Evening (7pm-12am),0.1K,June_15_2024,Spring
McPherson Sq,Evening (7pm-12am),0.9K,June_15_2024,Spring
McLean,Evening (7pm-12am),0.3K,June_15_2024,Spring
Loudoun Gateway,Evening (7pm-12am),0.0K,June_15_2024,Spring
Landover,Evening (7pm-12am),0.1K,June_15_2024,Spring
L'Enfant Plaza,Evening (7pm-12am),2.1K,June_15_2024,Spring
King St-Old Town,Evening (7pm-12am),0.9K,June_15_2024,Spring
Judiciary Square,Evening (7pm-12am),0.3K,June_15_2024,Spring
Innovation Center,Evening (7pm-12am),0.1K,June_15_2024,Spring
Hyattsville Crossing,Evening (7pm-12am),0.4K,June_15_2024,Spring
Huntington,Evening (7pm-12am),0.3K,June_15_2024,Spring
Herndon,Evening (7pm-12am),0.1K,June_15_2024,Spring
Grosvenor-Strathmore,Evening (7pm-12am),0.2K,June_15_2024,Spring
Greensboro,Evening (7pm-12am),0.1K,June_15_2024,Spring
Greenbelt,Evening (7pm-12am),0.3K,June_15_2024,Spring
Glenmont,Evening (7pm-12am),0.0K,June_15_2024,Spring
Georgia Ave-Petworth,Evening (7pm-12am),0.6K,June_15_2024,Spring
Gallery Place,Evening (7pm-12am),2.9K,June_15_2024,Spring
Friendship Heights,Evening (7pm-12am),0.5K,June_15_2024,Spring
Franconia-Springfield,Evening (7pm-12am),0.2K,June_15_2024,Spring
Fort Totten,Evening (7pm-12am),1.0K,June_15_2024,Spring
Forest Glen,Evening (7pm-12am),0.0K,June_15_2024,Spring
Foggy Bottom-GWU,Evening (7pm-12am),2.1K,June_15_2024,Spring
Federal Triangle,Evening (7pm-12am),0.3K,June_15_2024,Spring
Federal Center SW,Evening (7pm-12am),0.1K,June_15_2024,Spring
Farragut West,Evening (7pm-12am),0.8K,June_15_2024,Spring
Farragut North,Evening (7pm-12am),0.9K,June_15_2024,Spring
Eisenhower Ave,Evening (7pm-12am),0.2K,June_15_2024,Spring
Eastern Market,Evening (7pm-12am),0.9K,June_15_2024,Spring
East Falls Church,Evening (7pm-12am),0.2K,June_15_2024,Spring
Dupont Circle,Evening (7pm-12am),2.1K,June_15_2024,Spring
Dunn Loring,Evening (7pm-12am),0.2K,June_15_2024,Spring
Dulles Airport,Evening (7pm-12am),0.6K,June_15_2024,Spring
Downtown Largo,Evening (7pm-12am),0.2K,June_15_2024,Spring
Deanwood,Evening (7pm-12am),0.1K,June_15_2024,Spring
Crystal City,Evening (7pm-12am),0.5K,June_15_2024,Spring
Court House,Evening (7pm-12am),0.5K,June_15_2024,Spring
Congress Heights,Evening (7pm-12am),0.2K,June_15_2024,Spring
Columbia Heights,Evening (7pm-12am),1.3K,June_15_2024,Spring
College Park-U of Md,Evening (7pm-12am),0.2K,June_15_2024,Spring
Cleveland Park,Evening (7pm-12am),0.4K,June_15_2024,Spring
Clarendon,Evening (7pm-12am),0.6K,June_15_2024,Spring
Cheverly,Evening (7pm-12am),0.0K,June_15_2024,Spring
Capitol South,Evening (7pm-12am),0.3K,June_15_2024,Spring
Capitol Heights,Evening (7pm-12am),0.1K,June_15_2024,Spring
Brookland-CUA,Evening (7pm-12am),0.3K,June_15_2024,Spring
Branch Ave,Evening (7pm-12am),0.2K,June_15_2024,Spring
Braddock Road,Evening (7pm-12am),0.3K,June_15_2024,Spring
Bethesda,Evening (7pm-12am),0.7K,June_15_2024,Spring
Benning Road,Evening (7pm-12am),0.2K,June_15_2024,Spring
Ballston-MU,Evening (7pm-12am),0.7K,June_15_2024,Spring
Ashburn,Evening (7pm-12am),0.1K,June_15_2024,Spring
Arlington Cemetery,Evening (7pm-12am),0.0K,June_15_2024,Spring
Archives,Evening (7pm-12am),0.7K,June_15_2024,Spring
Anacostia,Evening (7pm-12am),0.4K,June_15_2024,Spring
Addison Road,Evening (7pm-12am),0.1K,June_15_2024,Spring
Woodley Park,PM Peak (3pm-7pm),2.2K,June_15_2024,Spring
Wiehle-Reston East,PM Peak (3pm-7pm),0.4K,June_15_2024,Spring
West Hyattsville,PM Peak (3pm-7pm),0.4K,June_15_2024,Spring
West Falls Church,PM Peak (3pm-7pm),0.2K,June_15_2024,Spring
Waterfront,PM Peak (3pm-7pm),1.2K,June_15_2024,Spring
Virginia Sq-GMU,PM Peak (3pm-7pm),0.5K,June_15_2024,Spring
Vienna,PM Peak (3pm-7pm),1.0K,June_15_2024,Spring
Van Ness-UDC,PM Peak (3pm-7pm),0.7K,June_15_2024,Spring
Van Dorn Street,PM Peak (3pm-7pm),0.3K,June_15_2024,Spring
Union Station,PM Peak (3pm-7pm),2.5K,June_15_2024,Spring
U Street,PM Peak (3pm-7pm),1.8K,June_15_2024,Spring
Tysons,PM Peak (3pm-7pm),1.0K,June_15_2024,Spring
Twinbrook,PM Peak (3pm-7pm),0.5K,June_15_2024,Spring
Tenleytown-AU,PM Peak (3pm-7pm),0.7K,June_15_2024,Spring
Takoma,PM Peak (3pm-7pm),0.0K,June_15_2024,Spring
Suitland,PM Peak (3pm-7pm),0.3K,June_15_2024,Spring
Stadium-Armory,PM Peak (3pm-7pm),0.3K,June_15_2024,Spring
Spring Hill,PM Peak (3pm-7pm),0.1K,June_15_2024,Spring
Southern Ave,PM Peak (3pm-7pm),0.4K,June_15_2024,Spring
Smithsonian,PM Peak (3pm-7pm),4.0K,June_15_2024,Spring
Shaw-Howard U,PM Peak (3pm-7pm),0.7K,June_15_2024,Spring
Shady Grove,PM Peak (3pm-7pm),1.0K,June_15_2024,Spring
Rosslyn,PM Peak (3pm-7pm),1.6K,June_15_2024,Spring
Ronald Reagan Washington National Airport,PM Peak (3pm-7pm),1.3K,June_15_2024,Spring
Rockville,PM Peak (3pm-7pm),0.5K,June_15_2024,Spring
Rhode Island Ave,PM Peak (3pm-7pm),1.0K,June_15_2024,Spring
Reston Town Center,PM Peak (3pm-7pm),0.2K,June_15_2024,Spring
Potomac Yard,PM Peak (3pm-7pm),0.4K,June_15_2024,Spring
Potomac Ave,PM Peak (3pm-7pm),0.5K,June_15_2024,Spring
Pentagon City,PM Peak (3pm-7pm),2.6K,June_15_2024,Spring
Pentagon,PM Peak (3pm-7pm),0.4K,June_15_2024,Spring
North Bethesda,PM Peak (3pm-7pm),0.5K,June_15_2024,Spring
NoMa-Gallaudet U,PM Peak (3pm-7pm),2.5K,June_15_2024,Spring
New Carrollton,PM Peak (3pm-7pm),0.5K,June_15_2024,Spring
Naylor Road,PM Peak (3pm-7pm),0.2K,June_15_2024,Spring
Navy Yard-Ballpark,PM Peak (3pm-7pm),7.4K,June_15_2024,Spring
Mt Vernon Sq,PM Peak (3pm-7pm),1.1K,June_15_2024,Spring
Morgan Boulevard,PM Peak (3pm-7pm),0.1K,June_15_2024,Spring
Minnesota Ave,PM Peak (3pm-7pm),0.3K,June_15_2024,Spring
Metro Center,PM Peak (3pm-7pm),3.3K,June_15_2024,Spring
Medical Center,PM Peak (3pm-7pm),0.3K,June_15_2024,Spring
McPherson Sq,PM Peak (3pm-7pm),1.2K,June_15_2024,Spring
McLean,PM Peak (3pm-7pm),0.3K,June_15_2024,Spring
Loudoun Gateway,PM Peak (3pm-7pm),0.0K,June_15_2024,Spring
Landover,PM Peak (3pm-7pm),0.1K,June_15_2024,Spring
L'Enfant Plaza,PM Peak (3pm-7pm),3.2K,June_15_2024,Spring
King St-Old Town,PM Peak (3pm-7pm),1.2K,June_15_2024,Spring
Judiciary Square,PM Peak (3pm-7pm),0.7K,June_15_2024,Spring
Innovation Center,PM Peak (3pm-7pm),0.3K,June_15_2024,Spring
Hyattsville Crossing,PM Peak (3pm-7pm),0.7K,June_15_2024,Spring
Huntington,PM Peak (3pm-7pm),0.7K,June_15_2024,Spring
Herndon,PM Peak (3pm-7pm),0.2K,June_15_2024,Spring
Grosvenor-Strathmore,PM Peak (3pm-7pm),0.6K,June_15_2024,Spring
Greensboro,PM Peak (3pm-7pm),0.2K,June_15_2024,Spring
Greenbelt,PM Peak (3pm-7pm),0.9K,June_15_2024,Spring
Georgia Ave-Petworth,PM Peak (3pm-7pm),1.1K,June_15_2024,Spring
Gallery Place,PM Peak (3pm-7pm),3.6K,June_15_2024,Spring
Friendship Heights,PM Peak (3pm-7pm),0.9K,June_15_2024,Spring
Franconia-Springfield,PM Peak (3pm-7pm),0.7K,June_15_2024,Spring
Fort Totten,PM Peak (3pm-7pm),2.1K,June_15_2024,Spring
Forest Glen,PM Peak (3pm-7pm),0.0K,June_15_2024,Spring
Foggy Bottom-GWU,PM Peak (3pm-7pm),3.0K,June_15_2024,Spring
Federal Triangle,PM Peak (3pm-7pm),1.2K,June_15_2024,Spring
Federal Center SW,PM Peak (3pm-7pm),0.8K,June_15_2024,Spring
Farragut West,PM Peak (3pm-7pm),1.1K,June_15_2024,Spring
Farragut North,PM Peak (3pm-7pm),1.3K,June_15_2024,Spring
Eisenhower Ave,PM Peak (3pm-7pm),0.3K,June_15_2024,Spring
Eastern Market,PM Peak (3pm-7pm),1.2K,June_15_2024,Spring
East Falls Church,PM Peak (3pm-7pm),0.7K,June_15_2024,Spring
Dupont Circle,PM Peak (3pm-7pm),2.7K,June_15_2024,Spring
Dunn Loring,PM Peak (3pm-7pm),0.4K,June_15_2024,Spring
Dulles Airport,PM Peak (3pm-7pm),1.1K,June_15_2024,Spring
